,scores,,,,,
1310,-1,-1,,,,
1311,0,0,,,,
1312,1,1,,,,
1313,0,0,,,,
1314,1,1,,,,
1315,2,1,,,,
1316,0,0,,,,
1317,0,0,,,,
1318,1,1,,,,
1319,-1,-1,,,,
1320,1,1,,,,
1321,0,0,,,,
1322,3,1,,,,
1323,-2,-1,,,,
1324,0,0,,,,
1325,0,0,,,,
1326,0,0,,,,
1327,-1,-1,,,,
1328,-1,-1,,,,
1329,3,1,,,,
1330,1,1,,,,
1331,0,0,,,,
1332,0,0,,,,
1333,0,0,,,,
1334,0,0,,,,
1335,1,1,,,,
1336,0,0,,,,
1337,1,1,,,,
1338,0,0,,,,
1339,-1,-1,,,,
1340,0,0,,,,
1341,-1,-1,,,,
1342,0,0,,,,
1343,-1,-1,,,,
1344,2,1,,,,
1345,0,0,,,,
1346,0,0,,,,
1347,0,0,,,,
1348,-1,-1,,,,
1349,-1,-1,,,,
1350,0,0,,,,
1351,0,0,,,,
1352,3,1,,,,
1353,0,0,,,,
1354,-1,-1,,,,
1355,1,1,,,,
1356,0,0,,,,
1357,1,1,,,,
1358,-1,-1,,,,
1359,-1,-1,,,,
1360,1,1,,,,
1361,-1,-1,,,,
1362,-1,-1,,,,
1363,0,0,,,,
1364,0,0,,,,
1365,0,0,,,,
1366,0,0,,,,
1367,0,0,,,,
1368,0,0,,,,
1369,0,0,,,,
1370,0,0,,,,
1371,-2,-1,,,,
1372,0,0,,,,
1373,0,0,,,,
1374,1,1,,,,
1375,0,0,,,,
1376,1,1,,,,
1377,0,0,,,,
1378,0,0,,,,
1379,2,1,,,,
1380,1,1,,,,
1381,0,0,,,,
1382,2,1,,,,
1383,0,0,,,,
1384,0,0,,,,
1385,0,0,,,,
1386,0,0,,,,
1387,0,0,,,,
1388,1,1,,,,
1389,-2,-1,,,,
1390,0,0,,,,
1391,-2,-1,,,,
1392,-1,-1,,,,
1393,1,1,,,,
1394,0,0,,,,
1395,0,0,,,,
1396,-1,-1,,,,
1397,0,0,,,,
1398,0,0,,,,
1399,0,0,,,,
1400,0,0,,,,
1401,0,0,,,,
1402,0,0,,,,
1403,0,0,,,,
1404,-3,-1,,,,
1405,0,0,,,,
1406,0,0,,,,
1407,0,0,,,,
1408,0,0,,,,
1409,-1,-1,,,,
1410,0,0,,,,
1411,0,0,,,,
1412,1,1,,,,
1413,0,0,,,,
1414,0,0,,,,
1415,0,0,,,,
1416,0,0,,,,
1417,0,0,,,,
1418,0,0,,,,
1419,0,0,,,,
1420,1,1,,,,
1421,0,0,,,,
1422,0,0,,,,
1423,0,0,,,,
1424,0,0,,,,
1425,0,0,,,,
1426,0,0,,,,
1427,0,0,,,,
1428,0,0,,,,
1429,2,1,,,,
1430,0,0,,,,
1431,0,0,,,,
1432,-3,-1,,,,
1433,0,0,,,,
1434,0,0,,,,
1435,2,1,,,,
1436,0,0,,,,
1437,0,0,,,,
1438,0,0,,,,
1439,-3,-1,,,,
1440,0,0,,,,
1441,0,0,,,,
1442,-1,-1,,,,
1443,0,0,,,,
1444,1,1,,,,
1445,1,1,,,,
1446,-1,-1,,,,
1447,-1,-1,,,,
1448,0,0,,,,
1449,0,0,,,,
1450,2,1,,,,
1451,1,1,,,,
1452,3,1,,,,
1453,0,0,,,,
1454,0,0,,,,
1455,0,0,,,,
1456,-2,-1,,,,
1457,-1,-1,,,,
1458,0,0,,,,
1459,0,0,,,,
1460,1,1,,,,
1461,0,0,,,,
1462,-1,-1,,,,
1463,-1,-1,,,,
1464,1,1,,,,
1465,0,0,,,,
1466,-1,-1,,,,
1467,0,0,,,,
1468,1,1,,,,
1469,0,0,,,,
1470,2,1,,,,
1471,0,0,,,,
1472,0,0,,,,
1473,0,0,,,,
1474,0,0,,,,
1475,-1,-1,,,,
1476,0,0,,,,
1477,1,1,,,,
1478,3,1,,,,
1479,1,1,,,,
1480,1,1,,,,
1481,0,0,,,,
1482,2,1,,,,
1483,0,0,,,,
1484,2,1,,,,
1485,0,0,,,,
1486,0,0,,,,
1487,0,0,,,,
1488,-1,-1,,,,
1489,-1,-1,,,,
1490,0,0,,,,
1491,-1,-1,,,,
1492,0,0,,,,
1493,2,1,,,,
1494,-2,-1,,,,
1495,0,0,,,,
1496,0,0,,,,
1497,0,0,,,,
1498,0,0,,,,
1499,0,0,,,,
1500,0,0,,,,
1501,-1,-1,,,,
1502,1,1,,,,
1503,0,0,,,,
1504,-2,-1,,,,
1505,-1,-1,,,,
1506,0,0,,,,
1507,0,0,,,,
1508,1,1,,,,
1509,0,0,,,,
1510,-1,-1,,,,
1511,-1,-1,,,,
1512,-3,-1,,,,
1513,0,0,,,,
1514,0,0,,,,
1515,1,1,,,,
1516,1,1,,,,
1517,0,0,,,,
1518,-1,-1,,,,
1519,1,1,,,,
1520,0,0,,,,
1521,1,1,,,,
1522,0,0,,,,
1523,-1,-1,,,,
1524,-1,-1,,,,
1525,-1,-1,,,,
1526,0,0,,,,
1527,0,0,,,,
1528,-1,-1,,,,
1529,2,1,,,,
1530,0,0,,,,
1531,-3,-1,,,,
1532,0,0,,,,
1533,0,0,,,,
1534,1,1,,,,
1535,0,0,,,,
1536,0,0,,,,
1537,0,0,,,,
1538,0,0,,,,
1539,0,0,,,,
1540,0,0,,,,
1541,0,0,,,,
1542,0,0,,,,
1543,0,0,,,,
1544,0,0,,,,
1545,0,0,,,,
1546,0,0,,,,
1547,2,1,,,,
1548,0,0,,,,
1549,0,0,,,,
1550,1,1,,,,
1551,0,0,,,,
1552,0,0,,,,
1553,0,0,,,,
1554,0,0,,,,
1555,-2,-1,,,,
1556,0,0,,,,
1557,0,0,,,,
1558,0,0,,,,
1559,0,0,,,,
1560,0,0,,,,
1561,0,0,,,,
1562,-3,-1,,,,
1563,-1,-1,,,,
1564,2,1,,,,
1565,0,0,,,,
1566,0,0,,,,
1567,0,0,,,,
1568,0,0,,,,
1569,0,0,,,,
1570,-1,-1,,,,
1571,0,0,,,,
1572,0,0,,,,
1573,0,0,,,,
1574,1,1,,,,
1575,0,0,,,,
1576,0,0,,,,
1577,1,1,,,,
1578,0,0,,,,
1579,0,0,,,,
1580,2,1,,,,
1581,-1,-1,,,,
1582,0,0,,,,
1583,-1,-1,,,,
1584,0,0,,,,
1585,0,0,,,,
1586,0,0,,,,
1587,0,0,,,,
1588,1,1,,,,
1589,0,0,,,,
1590,-1,-1,,,,
1591,0,0,,,,
1592,0,0,,,,
1593,0,0,,,,
1594,2,1,,,,
1595,-2,-1,,,,
1596,-1,-1,,,,
1597,0,0,,,,
1598,0,0,,,,
1599,2,1,,,,
1600,0,0,,,,
1601,1,1,,,,
1602,0,0,,,,
1603,0,0,,,,
1604,1,1,,,,
1605,0,0,,,,
1606,1,1,,,,
1607,0,0,,,,
1608,0,0,,,,
1609,0,0,,,,
1610,0,0,,,,
1611,0,0,,,,
1612,0,0,,,,
1613,1,1,,,,
1614,-1,-1,,,,
1615,0,0,,,,
1616,-1,-1,,,,
1617,0,0,,,,
1618,0,0,,,,
1619,1,1,,,,
1620,-1,-1,,,,
1621,1,1,,,,
1622,1,1,,,,
1623,0,0,,,,
1624,0,0,,,,
1625,0,0,,,,
1626,0,0,,,,
1627,0,0,,,,
1628,0,0,,,,
1629,1,1,,,,
1630,-1,-1,,,,
1631,0,0,,,,
1632,0,0,,,,
1633,0,0,,,,
1634,1,1,,,,
1635,0,0,,,,
1636,0,0,,,,
1637,1,1,,,,
1638,0,0,,,,
1639,0,0,,,,
1640,1,1,,,,
1641,0,0,,,,
1642,0,0,,,,
1643,0,0,,,,
1644,2,1,,,,
1645,2,1,,,,
1646,0,0,,,,
1647,0,0,,,,
1648,0,0,,,,
1649,-2,-1,,,,
1650,1,1,,,,
1651,0,0,,,,
1652,0,0,,,,
1653,1,1,,,,
1654,0,0,,,,
1655,0,0,,,,
1656,2,1,,,,
1657,0,0,,,,
1658,-1,-1,,,,
1659,0,0,,,,
1660,0,0,,,,
1661,0,0,,,,
1662,-1,-1,,,,
1663,0,0,,,,
1664,0,0,,,,
1665,-1,-1,,,,
1666,0,0,,,,
1667,1,1,,,,
1668,0,0,,,,
1669,0,0,,,,
1670,0,0,,,,
1671,0,0,,,,
1672,0,0,,,,
1673,0,0,,,,
1674,0,0,,,,
1675,0,0,,,,
1676,-1,-1,,,,
1677,0,0,,,,
1678,0,0,,,,
1679,1,1,,,,
1680,-1,-1,,,,
1681,0,0,,,,
1682,-1,-1,,,,
1683,0,0,,,,
1684,0,0,,,,
1685,0,0,,,,
1686,0,0,,,,
1687,0,0,,,,
1688,0,0,,,,
1689,0,0,,,,
1690,1,1,,,,
1691,1,1,,,,
1692,-1,-1,,,,
1693,0,0,,,,
1694,0,0,,,,
1695,2,1,,,,
1696,0,0,,,,
1697,0,0,,,,
1698,2,1,,,,
1699,-1,-1,,,,
1700,0,0,,,,
1701,-1,-1,,,,
1702,-2,-1,,,,
1703,2,1,,,,
1704,-1,-1,,,,
1705,0,0,,,,
1706,0,0,,,,
1707,0,0,,,,
1708,0,0,,,,
1709,0,0,,,,
1710,-1,-1,,,,
1711,0,0,,,,
1712,1,1,,,,
1713,0,0,,,,
1714,-1,-1,,,,
1715,1,1,,,,
1716,1,1,,,,
1717,-2,-1,,,,
1718,0,0,,,,
1719,0,0,,,,
1720,-2,-1,,,,
1721,0,0,,,,
1722,0,0,,,,
1723,1,1,,,,
1724,2,1,,,,
1725,0,0,,,,
1726,0,0,,,,
1727,0,0,,,,
1728,0,0,,,,
1729,0,0,,,,
1730,0,0,,,,
1731,0,0,,,,
1732,0,0,,,,
1733,0,0,,,,
1734,0,0,,,,
1735,0,0,,,,
1736,1,1,,,,
1737,0,0,,,,
1738,0,0,,,,
1739,1,1,,,,
1740,1,1,,,,
1741,-1,-1,,,,
1742,0,0,,,,
1743,2,1,,,,
1744,0,0,,,,
1745,0,0,,,,
1746,1,1,,,,
1747,1,1,,,,
1748,0,0,,,,
1749,0,0,,,,
1750,0,0,,,,
1751,2,1,,,,
1752,1,1,,,,
1753,0,0,,,,
1754,0,0,,,,
1755,0,0,,,,
1756,0,0,,,,
1757,0,0,,,,
1758,-1,-1,,,,
1759,-1,-1,,,,
1760,0,0,,,,
1761,0,0,,,,
1762,0,0,,,,
1763,-1,-1,,,,
1764,-1,-1,,,,
1765,-1,-1,,,,
1766,0,0,,,,
1767,0,0,,,,
1768,0,0,,,,
1769,-1,-1,,,,
1770,0,0,,,,
1771,0,0,,,,
1772,0,0,,,,
1773,-1,-1,,,,
1774,0,0,,,,
1775,1,1,,,,
1776,1,1,,,,
1777,0,0,,,,
1778,0,0,,,,
1779,1,1,,,,
1780,0,0,,,,
1781,0,0,,,,
1782,-1,-1,,,,
1783,0,0,,,,
1784,0,0,,,,
1785,0,0,,,,
1786,0,0,,,,
1787,0,0,,,,
1788,0,0,,,,
1789,0,0,,,,
1790,0,0,,,,
1791,0,0,,,,
1792,0,0,,,,
1793,0,0,,,,
1794,1,1,,,,
1795,-1,-1,,,,
1796,0,0,,,,
1797,0,0,,,,
1798,0,0,,,,
1799,0,0,,,,
1800,0,0,,,,
1801,1,1,,,,
1802,0,0,,,,
1803,1,1,,,,
1804,-2,-1,,,,
1805,0,0,,,,
1806,-1,-1,,,,
1807,1,1,,,,
1808,0,0,,,,
1809,-1,-1,,,,
1810,0,0,,,,
1811,0,0,,,,
1812,0,0,,,,
1813,0,0,,,,
1814,-1,-1,,,,
1815,0,0,,,,
1816,2,1,,,,
1817,1,1,,,,
1818,1,1,,,,
1819,0,0,,,,
1820,-1,-1,,,,
1821,0,0,,,,
1822,0,0,,,,
1823,0,0,,,,
1824,0,0,,,,
1825,-1,-1,,,,
1826,-1,-1,,,,
1827,1,1,,,,
1828,0,0,,,,
1829,1,1,,,,
1830,0,0,,,,
1831,0,0,,,,
1832,0,0,,,,
1833,0,0,,,,
1834,0,0,,,,
1835,0,0,,,,
1836,0,0,,,,
1837,1,1,,,,
1838,0,0,,,,
1839,0,0,,,,
1840,0,0,,,,
1841,0,0,,,,
1842,0,0,,,,
1843,0,0,,,,
1844,2,1,,,,
1845,-1,-1,,,,
1846,0,0,,,,
1847,-1,-1,,,,
1848,0,0,,,,
1849,0,0,,,,
1850,0,0,,,,
1851,-1,-1,,,,
1852,0,0,,,,
1853,0,0,,,,
1854,1,1,,,,
1855,-1,-1,,,,
1856,0,0,,,,
1857,0,0,,,,
1858,1,1,,,,
1859,-1,-1,,,,
1860,0,0,,,,
1861,0,0,,,,
1862,0,0,,,,
1863,0,0,,,,
1864,0,0,,,,
1865,1,1,,,,
1866,0,0,,,,
1867,0,0,,,,
1868,0,0,,,,
1869,-1,-1,,,,
1870,0,0,,,,
1871,0,0,,,,
1872,0,0,,,,
1873,1,1,,,,
1874,1,1,,,,
1875,-1,-1,,,,
1876,0,0,,,,
1877,0,0,,,,
1878,-2,-1,,,,
1879,-1,-1,,,,
1880,0,0,,,,
1881,0,0,,,,
1882,0,0,,,,
1883,-2,-1,,,,
1884,0,0,,,,
1885,0,0,,,,
1886,-1,-1,,,,
1887,1,1,,,,
1888,0,0,,,,
1889,0,0,,,,
1890,0,0,,,,
1891,0,0,,,,
1892,0,0,,,,
1893,0,0,,,,
1894,1,1,,,,
1895,0,0,,,,
1896,0,0,,,,
1897,1,1,,,,
1898,0,0,,,,
1899,1,1,,,,
1900,0,0,,,,
1901,0,0,,,,
1902,0,0,,,,
1903,0,0,,,,
1904,0,0,,,,
1905,1,1,,,,
1906,1,1,,,,
1907,2,1,,,,
1908,-2,-1,,,,
1909,-1,-1,,,,
1910,1,1,,,,
1911,0,0,,,,
1912,-1,-1,,,,
1913,0,0,,,,
1914,0,0,,,,
1915,0,0,,,,
1916,0,0,,,,
1917,1,1,,,,
1918,2,1,,,,
1919,0,0,,,,
1920,0,0,,,,
1921,-2,-1,,,,
1922,1,1,,,,
1923,0,0,,,,
1924,0,0,,,,
1925,0,0,,,,
1926,2,1,,,,
1927,0,0,,,,
1928,0,0,,,,
1929,0,0,,,,
1930,0,0,,,,
1931,0,0,,,,
1932,1,1,,,,
1933,0,0,,,,
1934,-1,-1,,,,
1935,0,0,,,,
1936,0,0,,,,
1937,0,0,,,,
1938,1,1,,,,
1939,0,0,,,,
1940,1,1,,,,
1941,1,1,,,,
1942,1,1,,,,
1943,0,0,,,,
1944,0,0,,,,
1945,0,0,,,,
1946,0,0,,,,
1947,2,1,,,,
1948,0,0,,,,
1949,0,0,,,,
1950,-1,-1,,,,
1951,3,1,,,,
1952,0,0,,,,
1953,1,1,,,,
1954,0,0,,,,
1955,0,0,,,,
1956,0,0,,,,
1957,-1,-1,,,,
1958,0,0,,,,
1959,0,0,,,,
1960,-1,-1,,,,
1961,0,0,,,,
1962,0,0,,,,
1963,0,0,,,,
1964,1,1,,,,
1965,1,1,,,,
1966,1,1,,,,
1967,1,1,,,,
1968,1,1,,,,
1969,0,0,,,,
1970,0,0,,,,
1971,-1,-1,,,,
1972,0,0,,,,
1973,0,0,,,,
1974,0,0,,,,
1975,3,1,,,,
1976,0,0,,,,
1977,-1,-1,,,,
1978,0,0,,,,
1979,2,1,,,,
1980,-2,-1,,,,
1981,0,0,,,,
1982,0,0,,,,
1983,0,0,,,,
1984,0,0,,,,
1985,0,0,,,,
1986,-1,-1,,,,
1987,0,0,,,,
1988,0,0,,,,
1989,0,0,,,,
1990,1,1,,,,
1991,-1,-1,,,,
1992,0,0,,,,
1993,1,1,,,,
1994,0,0,,,,
1995,1,1,,,,
1996,0,0,,,,
1997,1,1,,,,
1998,1,1,,,,
1999,0,0,,,,
2000,0,0,,,,
2001,2,1,,,,
2002,0,0,,,,
2003,1,1,,,,
2004,0,0,,,,
2005,0,0,,,,
2006,1,1,,,,
2007,-1,-1,,,,
2008,1,1,,,,
2009,0,0,,,,
2010,0,0,,,,
2011,0,0,,,,
2012,1,1,,,,
2013,0,0,,,,
2014,1,1,,,,
2015,-1,-1,,,,
2016,0,0,,,,
2017,1,1,,,,
2018,0,0,,,,
2019,-1,-1,,,,
2020,0,0,,,,
2021,1,1,,,,
2022,0,0,,,,
2023,0,0,,,,
2024,1,1,,,,
2025,-1,-1,,,,
2026,1,1,,,,
2027,0,0,,,,
2028,0,0,,,,
2029,0,0,,,,
2030,0,0,,,,
2031,0,0,,,,
2032,2,1,,,,
2033,0,0,,,,
2034,-1,-1,,,,
2035,0,0,,,,
2036,-1,-1,,,,
2037,0,0,,,,
2038,0,0,,,,
2039,0,0,,,,
2040,0,0,,,,
2041,0,0,,,,
2042,0,0,,,,
2043,-1,-1,,,,
2044,0,0,,,,
2045,0,0,,,,
2046,0,0,,,,
2047,1,1,,,,
2048,0,0,,,,
2049,2,1,,,,
2050,0,0,,,,
2051,-2,-1,,,,
2052,0,0,,,,
2053,0,0,,,,
2054,2,1,,,,
2055,0,0,,,,
2056,-1,-1,,,,
2057,0,0,,,,
2058,1,1,,,,
2059,0,0,,,,
2060,-1,-1,,,,
2061,1,1,,,,
2062,-1,-1,,,,
2063,0,0,,,,
2064,0,0,,,,
2065,0,0,,,,
2066,1,1,,,,
2067,0,0,,,,
2068,1,1,,,,
2069,0,0,,,,
2070,-1,-1,,,,
2071,-1,-1,,,,
2072,-2,-1,,,,
2073,0,0,,,,
2074,0,0,,,,
2075,1,1,,,,
2076,0,0,,,,
2077,0,0,,,,
2078,-1,-1,,,,
2079,0,0,,,,
2080,1,1,,,,
2081,-3,-1,,,,
2082,0,0,,,,
2083,1,1,,,,
2084,-1,-1,,,,
2085,1,1,,,,
2086,0,0,,,,
2087,1,1,,,,
2088,-1,-1,,,,
2089,0,0,,,,
2090,0,0,,,,
2091,0,0,,,,
2092,1,1,,,,
2093,0,0,,,,
2094,0,0,,,,
2095,0,0,,,,
2096,0,0,,,,
2097,1,1,,,,
2098,-3,-1,,,,
2099,-2,-1,,,,
2100,1,1,,,,
2101,0,0,,,,
2102,1,1,,,,
2103,-1,-1,,,,
2104,1,1,,,,
2105,0,0,,,,
2106,1,1,,,,
2107,1,1,,,,
2108,-1,-1,,,,
2109,0,0,,,,
2110,-2,-1,,,,
2111,-1,-1,,,,
2112,0,0,,,,
2113,0,0,,,,
2114,0,0,,,,
2115,1,1,,,,
2116,-1,-1,,,,
2117,2,1,,,,
2118,0,0,,,,
2119,-3,-1,,,,
2120,-1,-1,,,,
2121,0,0,,,,
2122,1,1,,,,
2123,0,0,,,,
2124,0,0,,,,
2125,0,0,,,,
2126,2,1,,,,
2127,0,0,,,,
2128,1,1,,,,
2129,-1,-1,,,,
2130,0,0,,,,
2131,0,0,,,,
2132,0,0,,,,
2133,-1,-1,,,,
2134,0,0,,,,
2135,0,0,,,,
2136,0,0,,,,
2137,0,0,,,,
2138,-1,-1,,,,
2139,0,0,,,,
2140,0,0,,,,
2141,1,1,,,,
2142,1,1,,,,
2143,0,0,,,,
2144,0,0,,,,
2145,1,1,,,,
2146,0,0,,,,
2147,0,0,,,,
2148,0,0,,,,
2149,1,1,,,,
2150,0,0,,,,
2151,0,0,,,,
2152,0,0,,,,
2153,1,1,,,,
2154,-2,-1,,,,
2155,1,1,,,,
2156,0,0,,,,
2157,1,1,,,,
2158,0,0,,,,
2159,0,0,,,,
2160,0,0,,,,
2161,1,1,,,,
2162,1,1,,,,
2163,0,0,,,,
2164,0,0,,,,
2165,1,1,,,,
2166,2,1,,,,
2167,-1,-1,,,,
2168,0,0,,,,
2169,-2,-1,,,,
2170,0,0,,,,
2171,0,0,,,,
2172,0,0,,,,
2173,-1,-1,,,,
2174,0,0,,,,
2175,-1,-1,,,,
2176,0,0,,,,
2177,1,1,,,,
2178,0,0,,,,
2179,4,1,,,,
2180,1,1,,,,
2181,0,0,,,,
2182,0,0,,,,
2183,1,1,,,,
2184,0,0,,,,
2185,0,0,,,,
2186,0,0,,,,
2187,0,0,,,,
2188,1,1,,,,
2189,0,0,,,,
2190,0,0,,,,
2191,0,0,,,,
2192,-1,-1,,,,
2193,0,0,,,,
2194,0,0,,,,
2195,-2,-1,,,,
2196,0,0,,,,
2197,-1,-1,,,,
2198,0,0,,,,
2199,1,1,,,,
2200,0,0,,,,
2201,1,1,,,,
2202,0,0,,,,
2203,0,0,,,,
2204,1,1,,,,
2205,1,1,,,,
2206,-1,-1,,,,
2207,0,0,,,,
2208,1,1,,,,
2209,0,0,,,,
2210,0,0,,,,
2211,0,0,,,,
2212,0,0,,,,
2213,1,1,,,,
2214,0,0,,,,
2215,0,0,,,,
2216,0,0,,,,
2217,0,0,,,,
2218,-1,-1,,,,
2219,-1,-1,,,,
2220,0,0,,,,
2221,-1,-1,,,,
2222,2,1,,,,
2223,0,0,,,,
2224,0,0,,,,
2225,1,1,,,,
2226,1,1,,,,
2227,1,1,,,,
2228,3,1,,,,
2229,0,0,,,,
2230,0,0,,,,
2231,0,0,,,,
2232,0,0,,,,
2233,-1,-1,,,,
2234,0,0,,,,
2235,0,0,,,,
2236,0,0,,,,
2237,0,0,,,,
2238,0,0,,,,
2239,0,0,,,,
2240,0,0,,,,
2241,0,0,,,,
2242,0,0,,,,
2243,1,1,,,,
2244,-1,-1,,,,
2245,0,0,,,,
2246,0,0,,,,
2247,0,0,,,,
2248,0,0,,,,
2249,0,0,,,,
2250,1,1,,,,
2251,0,0,,,,
2252,0,0,,,,
2253,0,0,,,,
2254,0,0,,,,
2255,1,1,,,,
2256,-1,-1,,,,
2257,0,0,,,,
2258,0,0,,,,
2259,2,1,,,,
2260,0,0,,,,
2261,0,0,,,,
2262,1,1,,,,
2263,-1,-1,,,,
2264,0,0,,,,
2265,0,0,,,,
2266,-1,-1,,,,
2267,0,0,,,,
2268,0,0,,,,
2269,-1,-1,,,,
2270,0,0,,,,
2271,-1,-1,,,,
2272,-1,-1,,,,
2273,0,0,,,,
2274,-1,-1,,,,
2275,0,0,,,,
2276,0,0,,,,
2277,1,1,,,,
2278,2,1,,,,
2279,-1,-1,,,,
2280,1,1,,,,
2281,0,0,,,,
2282,-1,-1,,,,
2283,-1,-1,,,,
2284,1,1,,,,
2285,0,0,,,,
2286,1,1,,,,
2287,-1,-1,,,,
2288,0,0,,,,
2289,1,1,,,,
2290,-1,-1,,,,
2291,1,1,,,,
2292,1,1,,,,
2293,0,0,,,,
2294,0,0,,,,
2295,0,0,,,,
2296,0,0,,,,
2297,0,0,,,,
2298,0,0,,,,
2299,0,0,,,,
2300,0,0,,,,
2301,0,0,,,,
2302,1,1,,,,
2303,0,0,,,,
2304,0,0,,,,
2305,0,0,,,,
2306,0,0,,,,
2307,0,0,,,,
2308,0,0,,,,
2309,1,1,,,,
2310,-1,-1,,,,
2311,-2,-1,,,,
2312,0,0,,,,
2313,0,0,,,,
2314,0,0,,,,
2315,2,1,,,,
2316,0,0,,,,
2317,0,0,,,,
2318,1,1,,,,
2319,0,0,,,,
2320,0,0,,,,
2321,2,1,,,,
2322,0,0,,,,
2323,0,0,,,,
2324,0,0,,,,
2325,0,0,,,,
2326,0,0,,,,
2327,0,0,,,,
2328,1,1,,,,
2329,0,0,,,,
2330,-1,-1,,,,
2331,0,0,,,,
2332,0,0,,,,
2333,1,1,,,,
2334,0,0,,,,
2335,1,1,,,,
2336,-1,-1,,,,
2337,0,0,,,,
2338,3,1,,,,
2339,1,1,,,,
2340,0,0,,,,
2341,1,1,,,,
2342,0,0,,,,
2343,0,0,,,,
2344,-1,-1,,,,
2345,0,0,,,,
2346,1,1,,,,
2347,0,0,,,,
2348,0,0,,,,
2349,0,0,,,,
2350,0,0,,,,
2351,0,0,,,,
2352,0,0,,,,
2353,-1,-1,,,,
2354,0,0,,,,
2355,0,0,,,,
2356,0,0,,,,
2357,0,0,,,,
2358,0,0,,,,
2359,-1,-1,,,,
2360,1,1,,,,
2361,0,0,,,,
2362,0,0,,,,
2363,0,0,,,,
2364,-3,-1,,,,
2365,0,0,,,,
2366,1,1,,,,
2367,0,0,,,,
2368,0,0,,,,
2369,0,0,,,,
2370,0,0,,,,
2371,0,0,,,,
2372,0,0,,,,
2373,0,0,,,,
2374,-1,-1,,,,
2375,0,0,,,,
2376,0,0,,,,
2377,1,1,,,,
2378,0,0,,,,
2379,-1,-1,,,,
2380,0,0,,,,
2381,2,1,,,,
2382,-1,-1,,,,
2383,0,0,,,,
2384,2,1,,,,
2385,0,0,,,,
2386,0,0,,,,
2387,0,0,,,,
2388,0,0,,,,
2389,0,0,,,,
2390,0,0,,,,
2391,0,0,,,,
2392,1,1,,,,
2393,0,0,,,,
2394,0,0,,,,
2395,1,1,,,,
2396,0,0,,,,
2397,0,0,,,,
2398,1,1,,,,
2399,-1,-1,,,,
2400,1,1,,,,
2401,0,0,,,,
2402,-1,-1,,,,
2403,1,1,,,,
2404,-1,-1,,,,
2405,2,1,,,,
2406,5,1,,,,
2407,-1,-1,,,,
2408,0,0,,,,
2409,1,1,,,,
2410,0,0,,,,
2411,0,0,,,,
2412,0,0,,,,
2413,0,0,,,,
2414,-1,-1,,,,
2415,-1,-1,,,,
2416,0,0,,,,
2417,1,1,,,,
2418,0,0,,,,
2419,0,0,,,,
2420,-2,-1,,,,
2421,0,0,,,,
2422,0,0,,,,
2423,2,1,,,,
2424,0,0,,,,
2425,1,1,,,,
2426,0,0,,,,
2427,1,1,,,,
2428,-1,-1,,,,
2429,0,0,,,,
2430,0,0,,,,
2431,0,0,,,,
2432,1,1,,,,
2433,-1,-1,,,,
2434,0,0,,,,
2435,0,0,,,,
2436,-1,-1,,,,
2437,-1,-1,,,,
2438,0,0,,,,
2439,1,1,,,,
2440,0,0,,,,
2441,0,0,,,,
2442,1,1,,,,
2443,0,0,,,,
2444,0,0,,,,
2445,0,0,,,,
2446,0,0,,,,
2447,0,0,,,,
2448,2,1,,,,
2449,1,1,,,,
2450,0,0,,,,
2451,0,0,,,,
2452,0,0,,,,
2453,0,0,,,,
2454,1,1,,,,
2455,1,1,,,,
2456,1,1,,,,
2457,0,0,,,,
2458,0,0,,,,
2459,1,1,,,,
2460,0,0,,,,
2461,1,1,,,,
2462,1,1,,,,
2463,0,0,,,,
2464,-1,-1,,,,
2465,-1,-1,,,,
2466,1,1,,,,
2467,1,1,,,,
2468,0,0,,,,
2469,1,1,,,,
2470,0,0,,,,
2471,-1,-1,,,,
2472,0,0,,,,
2473,0,0,,,,
2474,-1,-1,,,,
2475,0,0,,,,
2476,0,0,,,,
2477,1,1,,,,
2478,0,0,,,,
2479,0,0,,,,
2480,1,1,,,,
2481,3,1,,,,
2482,-1,-1,,,,
2483,0,0,,,,
2484,0,0,,,,
2485,0,0,,,,
2486,0,0,,,,
2487,0,0,,,,
2488,0,0,,,,
2489,0,0,,,,
2490,0,0,,,,
2491,0,0,,,,
2492,0,0,,,,
2493,-1,-1,,,,
2494,1,1,,,,
2495,0,0,,,,
2496,-1,-1,,,,
2497,0,0,,,,
2498,0,0,,,,
2499,0,0,,,,
2500,0,0,,,,
2501,0,0,,,,
2502,2,1,,,,
2503,0,0,,,,
2504,2,1,,,,
2505,0,0,,,,
2506,0,0,,,,
2507,-2,-1,,,,
2508,3,1,,,,
2509,-2,-1,,,,
2510,0,0,,,,
2511,0,0,,,,
2512,1,1,,,,
2513,0,0,,,,
2514,0,0,,,,
2515,-1,-1,,,,
2516,0,0,,,,
2517,1,1,,,,
2518,1,1,,,,
2519,0,0,,,,
2520,1,1,,,,
2521,1,1,,,,
2522,0,0,,,,
2523,0,0,,,,
2524,0,0,,,,
2525,0,0,,,,
2526,1,1,,,,
2527,-1,-1,,,,
2528,0,0,,,,
2529,0,0,,,,
2530,1,1,,,,
2531,2,1,,,,
2532,-1,-1,,,,
2533,1,1,,,,
2534,0,0,,,,
2535,-1,-1,,,,
2536,2,1,,,,
2537,1,1,,,,
2538,2,1,,,,
2539,2,1,,,,
2540,0,0,,,,
2541,0,0,,,,
2542,2,1,,,,
