,scores,
2032,-1,-1
2033,0,0
2034,0,0
2035,1,1
2036,2,1
2037,2,1
2038,1,1
2039,0,0
2040,1,1
2041,1,1
2042,0,0
2043,0,0
2044,1,1
2045,0,0
2046,0,0
2047,2,1
2048,-1,-1
2049,0,0
2050,-1,-1
2051,0,0
2052,1,1
2053,0,0
2054,0,0
2055,0,0
2056,0,0
2057,1,1
2058,0,0
2059,1,1
2060,0,0
2061,0,0
2062,0,0
2063,-2,-1
2064,-2,-1
2065,-1,-1
2066,1,1
2067,-1,-1
2068,0,0
2069,1,1
2070,1,1
2071,2,1
2072,0,0
2073,2,1
2074,0,0
2075,0,0
2076,0,0
2077,0,0
2078,1,1
2079,0,0
2080,-1,-1
2081,0,0
2082,0,0
2083,0,0
2084,0,0
2085,0,0
2086,2,1
2087,-2,-1
2088,0,0
2089,-2,-1
2090,0,0
2091,1,1
2092,0,0
2093,0,0
2094,0,0
2095,0,0
2096,0,0
2097,1,1
2098,1,1
2099,0,0
2100,2,1
2101,1,1
2102,0,0
2103,1,1
2104,0,0
2105,0,0
2106,-2,-1
2107,0,0
2108,0,0
2109,0,0
2110,-1,-1
2111,0,0
2112,1,1
2113,0,0
2114,1,1
2115,0,0
2116,0,0
2117,3,1
2118,-2,-1
2119,-1,-1
2120,0,0
2121,0,0
2122,1,1
2123,1,1
2124,0,0
2125,2,1
2126,0,0
2127,1,1
2128,0,0
2129,-1,-1
2130,-1,-1
2131,3,1
2132,0,0
2133,0,0
2134,0,0
2135,0,0
2136,-1,-1
2137,0,0
2138,0,0
2139,0,0
2140,-1,-1
2141,0,0
2142,1,1
2143,0,0
2144,1,1
2145,1,1
2146,-1,-1
2147,0,0
2148,0,0
2149,0,0
2150,1,1
2151,0,0
2152,0,0
2153,1,1
2154,0,0
2155,0,0
2156,-2,-1
2157,0,0
2158,0,0
2159,0,0
2160,1,1
2161,0,0
2162,0,0
2163,0,0
2164,0,0
2165,1,1
2166,0,0
2167,2,1
2168,1,1
2169,1,1
2170,-1,-1
2171,0,0
2172,0,0
2173,1,1
2174,1,1
2175,0,0
2176,-3,-1
2177,1,1
2178,-1,-1
2179,-1,-1
2180,1,1
2181,0,0
2182,0,0
2183,-1,-1
2184,-2,-1
2185,0,0
2186,0,0
2187,0,0
2188,-1,-1
2189,0,0
2190,-1,-1
2191,-2,-1
2192,0,0
2193,0,0
2194,-2,-1
2195,0,0
2196,0,0
2197,1,1
2198,-1,-1
2199,1,1
2200,0,0
2201,-1,-1
2202,0,0
2203,2,1
2204,1,1
2205,1,1
2206,-2,-1
2207,1,1
2208,-2,-1
2209,2,1
2210,0,0
2211,1,1
2212,1,1
2213,0,0
2214,1,1
2215,1,1
2216,0,0
2217,2,1
2218,0,0
2219,0,0
2220,-2,-1
2221,0,0
2222,0,0
2223,0,0
2224,0,0
2225,-1,-1
2226,0,0
2227,0,0
2228,0,0
2229,0,0
2230,0,0
2231,-1,-1
2232,0,0
2233,-1,-1
2234,1,1
2235,-1,-1
2236,1,1
2237,1,1
2238,0,0
2239,0,0
2240,1,1
2241,-1,-1
2242,0,0
2243,0,0
2244,-1,-1
2245,1,1
2246,2,1
2247,0,0
2248,1,1
2249,-2,-1
2250,0,0
2251,0,0
2252,0,0
2253,0,0
2254,0,0
2255,0,0
2256,-2,-1
2257,-1,-1
2258,1,1
2259,1,1
2260,0,0
2261,-1,-1
2262,0,0
2263,1,1
2264,0,0
2265,2,1
2266,0,0
2267,-1,-1
2268,0,0
2269,1,1
2270,2,1
2271,0,0
2272,0,0
2273,0,0
2274,-1,-1
2275,0,0
2276,0,0
2277,1,1
2278,0,0
2279,-1,-1
2280,1,1
2281,0,0
2282,-1,-1
2283,-1,-1
2284,-2,-1
2285,1,1
2286,0,0
2287,0,0
2288,0,0
2289,0,0
2290,0,0
2291,1,1
2292,0,0
2293,0,0
2294,0,0
2295,0,0
2296,1,1
2297,-1,-1
2298,-2,-1
2299,0,0
2300,0,0
2301,0,0
2302,-2,-1
2303,1,1
2304,-1,-1
2305,0,0
2306,0,0
2307,0,0
2308,0,0
2309,1,1
2310,1,1
2311,0,0
2312,1,1
2313,1,1
2314,1,1
2315,1,1
2316,-1,-1
2317,0,0
2318,1,1
2319,-1,-1
2320,-1,-1
2321,1,1
2322,2,1
2323,3,1
2324,1,1
2325,-1,-1
2326,1,1
2327,0,0
2328,-1,-1
2329,1,1
2330,0,0
2331,0,0
2332,2,1
2333,2,1
2334,-1,-1
2335,-1,-1
2336,-1,-1
2337,-2,-1
2338,0,0
2339,0,0
2340,0,0
2341,2,1
2342,0,0
2343,1,1
2344,-1,-1
2345,0,0
2346,-2,-1
2347,1,1
2348,1,1
2349,0,0
2350,-1,-1
2351,0,0
2352,0,0
2353,0,0
2354,0,0
2355,0,0
2356,1,1
2357,1,1
2358,0,0
2359,0,0
2360,0,0
2361,0,0
2362,0,0
2363,1,1
2364,0,0
2365,0,0
2366,1,1
2367,1,1
2368,0,0
2369,0,0
2370,0,0
2371,0,0
2372,0,0
2373,1,1
2374,0,0
2375,0,0
2376,0,0
2377,2,1
2378,1,1
2379,1,1
2380,0,0
2381,-1,-1
2382,-1,-1
2383,-1,-1
2384,0,0
2385,0,0
2386,-1,-1
2387,2,1
2388,0,0
2389,1,1
2390,-3,-1
2391,0,0
2392,-2,-1
2393,-2,-1
2394,1,1
2395,0,0
2396,-1,-1
2397,1,1
2398,0,0
2399,0,0
2400,0,0
2401,-1,-1
2402,0,0
2403,0,0
2404,-1,-1
2405,0,0
2406,1,1
2407,-1,-1
2408,0,0
2409,0,0
2410,0,0
2411,0,0
2412,-3,-1
2413,0,0
2414,0,0
2415,0,0
2416,0,0
2417,0,0
2418,0,0
2419,-4,-1
2420,0,0
2421,0,0
2422,1,1
2423,0,0
2424,0,0
2425,0,0
2426,0,0
2427,1,1
2428,1,1
2429,0,0
2430,-1,-1
2431,0,0
2432,0,0
2433,1,1
2434,0,0
2435,0,0
2436,0,0
2437,0,0
2438,-1,-1
2439,0,0
2440,0,0
2441,0,0
2442,2,1
2443,-1,-1
2444,0,0
2445,0,0
2446,0,0
2447,-1,-1
2448,0,0
2449,-1,-1
2450,0,0
2451,0,0
2452,1,1
2453,0,0
2454,0,0
2455,-1,-1
2456,-1,-1
2457,0,0
2458,1,1
2459,0,0
2460,1,1
2461,-1,-1
2462,0,0
2463,0,0
2464,1,1
2465,0,0
2466,1,1
2467,0,0
2468,2,1
2469,-2,-1
2470,-2,-1
2471,1,1
2472,0,0
2473,1,1
2474,0,0
2475,1,1
2476,0,0
2477,0,0
2478,1,1
2479,4,1
2480,0,0
2481,1,1
2482,0,0
2483,0,0
2484,-2,-1
2485,-1,-1
2486,0,0
2487,0,0
2488,2,1
2489,0,0
2490,-1,-1
2491,0,0
2492,1,1
2493,0,0
2494,0,0
2495,0,0
2496,-1,-1
2497,0,0
2498,0,0
2499,0,0
2500,-1,-1
2501,0,0
2502,0,0
2503,-1,-1
2504,0,0
2505,1,1
2506,-1,-1
2507,1,1
2508,0,0
2509,0,0
2510,-1,-1
2511,-1,-1
2512,1,1
2513,0,0
2514,-1,-1
2515,0,0
2516,0,0
2517,0,0
2518,0,0
2519,0,0
2520,0,0
2521,1,1
2522,0,0
2523,0,0
2524,-1,-1
2525,-2,-1
2526,0,0
2527,-1,-1
2528,1,1
2529,1,1
2530,1,1
2531,0,0
2532,0,0
2533,3,1
2534,1,1
2535,0,0
2536,1,1
2537,1,1
2538,0,0
2539,0,0
2540,0,0
2541,-1,-1
2542,0,0
2543,-1,-1
2544,2,1
2545,0,0
2546,0,0
2547,1,1
2548,1,1
2549,0,0
2550,0,0
2551,2,1
2552,1,1
2553,0,0
2554,0,0
2555,0,0
2556,-2,-1
2557,0,0
2558,0,0
2559,1,1
2560,1,1
2561,0,0
2562,0,0
2563,0,0
2564,0,0
2565,0,0
2566,0,0
2567,1,1
2568,0,0
2569,0,0
2570,0,0
2571,0,0
2572,1,1
2573,2,1
2574,0,0
2575,-1,-1
2576,1,1
2577,2,1
2578,1,1
2579,0,0
2580,0,0
2581,-1,-1
2582,-1,-1
2583,0,0
2584,0,0
2585,-1,-1
2586,1,1
2587,1,1
2588,0,0
2589,0,0
2590,0,0
2591,0,0
2592,2,1
2593,1,1
2594,-2,-1
2595,-3,-1
2596,0,0
2597,1,1
2598,0,0
2599,-1,-1
2600,0,0
2601,0,0
2602,2,1
2603,0,0
2604,0,0
2605,0,0
2606,-1,-1
2607,2,1
2608,3,1
2609,0,0
2610,0,0
2611,0,0
2612,2,1
2613,1,1
2614,0,0
2615,0,0
2616,0,0
2617,0,0
2618,1,1
2619,0,0
2620,1,1
2621,-1,-1
2622,-2,-1
2623,0,0
2624,1,1
2625,-2,-1
2626,-1,-1
2627,0,0
2628,0,0
2629,-1,-1
2630,1,1
2631,0,0
2632,-2,-1
2633,1,1
2634,0,0
2635,0,0
2636,-1,-1
2637,0,0
2638,1,1
2639,0,0
2640,1,1
2641,0,0
2642,0,0
2643,-1,-1
2644,0,0
2645,0,0
2646,0,0
2647,1,1
2648,-1,-1
2649,2,1
2650,0,0
2651,0,0
2652,1,1
2653,-1,-1
2654,0,0
2655,1,1
2656,0,0
2657,0,0
2658,3,1
2659,0,0
2660,0,0
2661,3,1
2662,0,0
2663,0,0
2664,-1,-1
2665,0,0
2666,0,0
2667,0,0
2668,0,0
2669,1,1
2670,0,0
2671,0,0
2672,-1,-1
2673,1,1
2674,1,1
2675,0,0
2676,1,1
2677,-1,-1
2678,0,0
2679,-2,-1
2680,-2,-1
2681,1,1
2682,0,0
2683,0,0
2684,2,1
2685,1,1
2686,2,1
2687,0,0
2688,0,0
2689,-1,-1
2690,0,0
2691,0,0
2692,0,0
2693,0,0
2694,-1,-1
2695,-1,-1
2696,0,0
2697,1,1
2698,1,1
2699,0,0
2700,0,0
2701,0,0
2702,0,0
2703,1,1
2704,0,0
2705,0,0
2706,0,0
2707,-3,-1
2708,0,0
2709,0,0
2710,0,0
2711,-2,-1
2712,0,0
2713,-1,-1
2714,2,1
2715,1,1
2716,1,1
2717,0,0
2718,0,0
2719,1,1
2720,0,0
2721,0,0
2722,0,0
2723,0,0
2724,-2,-1
2725,1,1
2726,0,0
2727,1,1
2728,0,0
2729,0,0
2730,-1,-1
2731,0,0
2732,0,0
2733,-1,-1
2734,-1,-1
2735,-1,-1
2736,0,0
2737,-1,-1
2738,0,0
2739,0,0
2740,0,0
2741,0,0
2742,-1,-1
2743,0,0
2744,0,0
2745,1,1
2746,1,1
2747,0,0
2748,0,0
2749,0,0
2750,0,0
2751,0,0
2752,2,1
2753,-1,-1
2754,0,0
2755,0,0
2756,1,1
2757,0,0
2758,0,0
2759,-2,-1
2760,0,0
2761,0,0
2762,-1,-1
2763,0,0
2764,-1,-1
2765,-1,-1
2766,-2,-1
2767,1,1
2768,0,0
2769,0,0
2770,1,1
2771,-1,-1
2772,0,0
2773,0,0
2774,0,0
2775,-1,-1
2776,0,0
2777,-1,-1
2778,0,0
2779,0,0
2780,0,0
2781,0,0
2782,0,0
2783,0,0
2784,2,1
2785,-1,-1
2786,0,0
2787,-1,-1
2788,0,0
2789,0,0
2790,1,1
2791,0,0
2792,0,0
2793,0,0
2794,-1,-1
2795,2,1
2796,1,1
2797,-2,-1
2798,0,0
2799,0,0
2800,-2,-1
2801,1,1
2802,0,0
2803,0,0
2804,0,0
2805,1,1
2806,0,0
2807,1,1
2808,-1,-1
2809,0,0
2810,1,1
2811,0,0
2812,-1,-1
2813,0,0
2814,0,0
2815,0,0
2816,0,0
2817,3,1
2818,-1,-1
2819,1,1
2820,0,0
2821,0,0
2822,1,1
2823,0,0
2824,0,0
2825,-1,-1
2826,0,0
2827,1,1
2828,0,0
2829,0,0
2830,0,0
2831,0,0
2832,1,1
2833,-2,-1
2834,-1,-1
2835,0,0
2836,-2,-1
2837,0,0
2838,0,0
2839,-1,-1
2840,1,1
2841,-1,-1
2842,0,0
2843,0,0
2844,0,0
2845,-1,-1
2846,0,0
2847,1,1
2848,0,0
2849,1,1
2850,0,0
2851,-2,-1
2852,0,0
2853,0,0
2854,-1,-1
2855,0,0
2856,0,0
2857,0,0
2858,0,0
2859,1,1
2860,1,1
2861,0,0
2862,1,1
2863,1,1
2864,0,0
2865,0,0
2866,1,1
2867,0,0
2868,0,0
2869,2,1
2870,1,1
2871,0,0
2872,1,1
2873,0,0
2874,-3,-1
2875,1,1
2876,0,0
2877,0,0
2878,1,1
2879,1,1
2880,0,0
2881,0,0
2882,0,0
2883,0,0
2884,1,1
2885,-1,-1
2886,0,0
2887,0,0
2888,2,1
2889,0,0
2890,0,0
2891,0,0
2892,0,0
2893,0,0
2894,1,1
2895,1,1
2896,0,0
2897,0,0
2898,2,1
2899,1,1
2900,0,0
2901,1,1
2902,0,0
2903,0,0
2904,0,0
2905,0,0
2906,0,0
2907,1,1
2908,0,0
2909,0,0
2910,0,0
2911,0,0
2912,2,1
2913,3,1
2914,1,1
2915,1,1
2916,-4,-1
2917,0,0
2918,1,1
2919,0,0
2920,2,1
2921,0,0
2922,0,0
2923,0,0
2924,0,0
2925,0,0
2926,-1,-1
2927,0,0
2928,0,0
2929,-2,-1
2930,1,1
2931,0,0
2932,2,1
2933,0,0
2934,0,0
2935,0,0
2936,-2,-1
2937,0,0
2938,1,1
2939,-1,-1
2940,-1,-1
2941,4,1
2942,0,0
2943,-1,-1
2944,-2,-1
2945,-1,-1
2946,1,1
2947,0,0
2948,1,1
2949,0,0
2950,0,0
2951,0,0
2952,0,0
2953,0,0
2954,0,0
2955,1,1
2956,0,0
2957,0,0
2958,0,0
2959,0,0
2960,-1,-1
2961,1,1
2962,0,0
2963,-1,-1
2964,-1,-1
2965,0,0
2966,1,1
2967,1,1
2968,-1,-1
2969,0,0
2970,0,0
2971,0,0
2972,0,0
2973,0,0
2974,1,1
2975,0,0
2976,0,0
2977,0,0
2978,-1,-1
2979,0,0
2980,-3,-1
2981,0,0
2982,-2,-1
2983,1,1
2984,0,0
2985,0,0
2986,0,0
2987,1,1
2988,-2,-1
2989,0,0
2990,-1,-1
2991,-1,-1
2992,0,0
2993,0,0
2994,0,0
2995,0,0
2996,0,0
2997,0,0
2998,0,0
2999,-1,-1
3000,0,0
3001,1,1
3002,0,0
3003,0,0
3004,0,0
3005,1,1
3006,0,0
3007,0,0
3008,0,0
3009,-2,-1
3010,1,1
3011,0,0
3012,0,0
3013,0,0
3014,1,1
3015,-1,-1
3016,1,1
3017,0,0
3018,-1,-1
3019,-2,-1
3020,1,1
3021,0,0
3022,0,0
3023,1,1
3024,0,0
3025,0,0
3026,-1,-1
3027,0,0
3028,-1,-1
3029,0,0
3030,0,0
3031,1,1
3032,0,0
3033,0,0
3034,0,0
3035,0,0
3036,0,0
3037,0,0
3038,-1,-1
3039,1,1
3040,0,0
3041,0,0
3042,0,0
3043,-1,-1
3044,0,0
3045,0,0
3046,0,0
3047,-2,-1
3048,1,1
3049,0,0
3050,2,1
3051,0,0
3052,0,0
3053,0,0
3054,0,0
3055,0,0
3056,1,1
3057,-1,-1
3058,0,0
3059,0,0
3060,0,0
3061,1,1
3062,0,0
3063,0,0
3064,1,1
3065,0,0
3066,0,0
3067,1,1
3068,-2,-1
3069,0,0
3070,0,0
3071,-1,-1
3072,-1,-1
3073,-3,-1
3074,0,0
3075,0,0
3076,1,1
3077,-1,-1
3078,1,1
3079,-2,-1
3080,0,0
3081,0,0
3082,2,1
3083,0,0
3084,1,1
3085,-2,-1
3086,-2,-1
3087,0,0
3088,0,0
3089,0,0
3090,2,1
3091,-2,-1
3092,1,1
3093,0,0
3094,1,1
3095,1,1
3096,-2,-1
3097,1,1
3098,0,0
3099,1,1
3100,0,0
3101,-1,-1
3102,0,0
3103,-1,-1
3104,1,1
3105,0,0
3106,-1,-1
3107,0,0
3108,1,1
3109,0,0
3110,-1,-1
3111,1,1
3112,-2,-1
3113,0,0
3114,2,1
3115,0,0
3116,0,0
3117,-3,-1
3118,-3,-1
3119,-1,-1
3120,0,0
3121,0,0
3122,0,0
3123,1,1
3124,-1,-1
3125,0,0
3126,1,1
3127,1,1
3128,0,0
3129,1,1
3130,0,0
3131,0,0
3132,0,0
3133,1,1
3134,0,0
3135,-1,-1
3136,-1,-1
3137,0,0
3138,-1,-1
3139,0,0
3140,2,1
3141,-1,-1
3142,-1,-1
3143,0,0
3144,0,0
3145,-1,-1
3146,-1,-1
3147,-3,-1
3148,0,0
3149,-1,-1
3150,0,0
3151,1,1
3152,1,1
3153,0,0
3154,0,0
3155,0,0
3156,0,0
3157,1,1
3158,0,0
3159,0,0
3160,0,0
3161,-1,-1
3162,0,0
3163,0,0
3164,1,1
3165,0,0
3166,0,0
3167,0,0
3168,-1,-1
3169,-2,-1
3170,0,0
3171,0,0
3172,1,1
3173,0,0
3174,0,0
3175,-1,-1
3176,-2,-1
3177,0,0
3178,0,0
3179,0,0
3180,0,0
3181,0,0
3182,-1,-1
3183,2,1
3184,0,0
3185,0,0
3186,0,0
3187,0,0
3188,1,1
3189,0,0
3190,-2,-1
3191,0,0
3192,-1,-1
3193,0,0
3194,0,0
3195,0,0
3196,0,0
3197,0,0
3198,-1,-1
3199,-2,-1
3200,1,1
3201,0,0
3202,-1,-1
3203,0,0
3204,0,0
3205,0,0
3206,-2,-1
3207,-1,-1
3208,0,0
3209,0,0
3210,0,0
3211,0,0
3212,0,0
3213,0,0
3214,-2,-1
3215,1,1
3216,1,1
3217,0,0
3218,-2,-1
3219,0,0
3220,0,0
3221,0,0
3222,0,0
3223,-1,-1
3224,1,1
3225,0,0
3226,0,0
3227,-2,-1
3228,0,0
3229,-2,-1
3230,2,1
3231,1,1
3232,0,0
3233,0,0
3234,0,0
3235,0,0
3236,2,1
3237,0,0
3238,-1,-1
3239,2,1
3240,0,0
3241,0,0
3242,0,0
3243,0,0
3244,0,0
3245,1,1
3246,0,0
3247,1,1
3248,0,0
3249,0,0
3250,0,0
3251,-2,-1
3252,1,1
3253,0,0
3254,0,0
3255,0,0
3256,1,1
3257,1,1
3258,2,1
3259,0,0
3260,0,0
3261,-1,-1
3262,-3,-1
3263,0,0
3264,0,0
3265,-1,-1
3266,0,0
3267,0,0
3268,0,0
3269,0,0
3270,-1,-1
3271,0,0
3272,0,0
3273,-1,-1
3274,0,0
3275,0,0
3276,0,0
3277,-1,-1
3278,0,0
3279,1,1
3280,0,0
3281,0,0
3282,0,0
3283,2,1
3284,0,0
3285,0,0
3286,0,0
3287,0,0
3288,0,0
3289,1,1
3290,0,0
3291,0,0
3292,0,0
3293,-1,-1
3294,0,0
3295,1,1
3296,1,1
3297,0,0
3298,0,0
3299,0,0
3300,0,0
3301,0,0
3302,0,0
3303,-2,-1
3304,0,0
3305,0,0
3306,1,1
3307,0,0
3308,1,1
3309,0,0
3310,0,0
3311,2,1
3312,0,0
3313,2,1
3314,1,1
3315,0,0
3316,-1,-1
3317,3,1
3318,0,0
3319,0,0
3320,1,1
3321,2,1
3322,1,1
3323,0,0
3324,-1,-1
3325,1,1
3326,0,0
3327,-1,-1
3328,0,0
3329,-1,-1
3330,0,0
3331,0,0
3332,-1,-1
3333,0,0
3334,0,0
3335,-1,-1
3336,0,0
3337,0,0
3338,-1,-1
3339,-1,-1
3340,0,0
3341,0,0
3342,0,0
3343,1,1
3344,0,0
3345,-1,-1
3346,0,0
3347,-1,-1
3348,1,1
3349,0,0
3350,0,0
3351,0,0
3352,1,1
3353,-1,-1
3354,0,0
3355,-1,-1
3356,0,0
3357,0,0
3358,0,0
3359,0,0
3360,-1,-1
3361,1,1
3362,0,0
3363,0,0
3364,0,0
3365,0,0
3366,0,0
3367,1,1
3368,-3,-1
3369,-1,-1
3370,0,0
3371,0,0
3372,0,0
3373,-1,-1
3374,-1,-1
3375,1,1
3376,0,0
3377,1,1
3378,-2,-1
3379,-1,-1
3380,0,0
3381,-1,-1
3382,0,0
3383,0,0
3384,0,0
3385,0,0
3386,1,1
3387,-1,-1
3388,2,1
3389,-2,-1
3390,0,0
3391,1,1
3392,0,0
3393,0,0
3394,-1,-1
3395,0,0
3396,0,0
3397,-1,-1
3398,2,1
3399,1,1
3400,0,0
3401,-2,-1
3402,0,0
3403,0,0
3404,0,0
3405,1,1
3406,1,1
3407,0,0
3408,1,1
3409,0,0
3410,0,0
3411,-1,-1
3412,0,0
3413,-2,-1
3414,-1,-1
3415,4,1
3416,0,0
3417,0,0
3418,1,1
3419,-1,-1
3420,1,1
3421,1,1
3422,0,0
3423,0,0
3424,0,0
3425,-1,-1
3426,0,0
3427,0,0
3428,-2,-1
3429,-1,-1
3430,0,0
3431,0,0
3432,0,0
3433,-1,-1
3434,0,0
3435,0,0
3436,0,0
3437,0,0
3438,0,0
3439,0,0
3440,0,0
3441,0,0
3442,0,0
3443,1,1
3444,0,0
3445,-1,-1
3446,0,0
3447,-1,-1
3448,2,1
3449,0,0
3450,0,0
3451,0,0
3452,0,0
3453,0,0
3454,0,0
3455,0,0
3456,0,0
3457,0,0
3458,0,0
3459,0,0
3460,0,0
3461,-2,-1
3462,0,0
3463,-3,-1
3464,0,0
3465,0,0
3466,0,0
3467,2,1
3468,0,0
3469,1,1
3470,1,1
3471,0,0
3472,1,1
3473,0,0
3474,1,1
3475,0,0
3476,0,0
3477,0,0
3478,0,0
3479,0,0
3480,0,0
3481,0,0
3482,0,0
3483,-1,-1
3484,-1,-1
3485,0,0
3486,-1,-1
3487,0,0
3488,4,1
3489,0,0
3490,0,0
3491,-2,-1
3492,0,0
3493,0,0
3494,0,0
3495,0,0
3496,0,0
3497,1,1
3498,1,1
3499,1,1
3500,-1,-1
3501,1,1
3502,-1,-1
3503,0,0
3504,-1,-1
3505,1,1
3506,0,0
3507,-2,-1
3508,1,1
3509,0,0
3510,0,0
3511,0,0
3512,1,1
3513,0,0
3514,1,1
3515,0,0
3516,-1,-1
3517,1,1
3518,0,0
3519,0,0
3520,-1,-1
3521,1,1
3522,0,0
3523,0,0
3524,0,0
3525,2,1
3526,1,1
3527,0,0
3528,1,1
3529,0,0
3530,-1,-1
3531,2,1
3532,0,0
3533,2,1
3534,-2,-1
3535,0,0
3536,0,0
3537,1,1
3538,0,0
3539,1,1
3540,0,0
3541,1,1
3542,-2,-1
3543,0,0
3544,0,0
3545,0,0
3546,-1,-1
3547,0,0
3548,1,1
3549,0,0
3550,0,0
3551,1,1
3552,0,0
3553,0,0
3554,0,0
3555,-1,-1
3556,1,1
3557,0,0
3558,0,0
3559,0,0
3560,-1,-1
3561,0,0
3562,-1,-1
3563,0,0
3564,-1,-1
3565,0,0
3566,-2,-1
3567,0,0
3568,0,0
3569,0,0
3570,0,0
3571,0,0
3572,1,1
3573,0,0
3574,0,0
3575,0,0
3576,0,0
3577,-1,-1
3578,0,0
3579,1,1
3580,1,1
3581,0,0
3582,-1,-1
3583,0,0
3584,0,0
3585,0,0
3586,0,0
3587,0,0
3588,0,0
3589,-1,-1
3590,-2,-1
3591,0,0
3592,0,0
3593,-2,-1
3594,0,0
3595,1,1
3596,0,0
3597,0,0
3598,2,1
3599,1,1
3600,0,0
3601,-1,-1
3602,2,1
3603,0,0
3604,0,0
3605,-1,-1
3606,0,0
3607,-1,-1
3608,0,0
3609,-1,-1
3610,-2,-1
3611,2,1
3612,2,1
3613,0,0
3614,1,1
3615,0,0
3616,-1,-1
3617,-1,-1
3618,0,0
3619,0,0
3620,2,1
3621,-2,-1
3622,0,0
3623,0,0
3624,-1,-1
3625,-1,-1
3626,-1,-1
3627,1,1
3628,0,0
3629,-1,-1
3630,2,1
3631,0,0
3632,-1,-1
3633,-4,-1
3634,-2,-1
3635,-1,-1
3636,-2,-1
3637,-1,-1
3638,0,0
3639,-1,-1
3640,-1,-1
3641,0,0
3642,0,0
3643,0,0
3644,1,1
3645,-1,-1
3646,1,1
3647,-1,-1
3648,0,0
3649,0,0
3650,-1,-1
3651,0,0
3652,-1,-1
3653,0,0
3654,0,0
3655,-1,-1
3656,1,1
3657,1,1
3658,0,0
3659,-2,-1
3660,0,0
3661,0,0
3662,0,0
3663,-1,-1
3664,-1,-1
3665,0,0
3666,0,0
3667,-1,-1
3668,3,1
3669,0,0
3670,1,1
3671,-1,-1
3672,0,0
3673,0,0
3674,0,0
3675,0,0
3676,0,0
3677,0,0
3678,0,0
3679,-1,-1
3680,0,0
3681,0,0
3682,0,0
3683,0,0
3684,0,0
3685,0,0
3686,0,0
3687,0,0
3688,3,1
3689,1,1
3690,0,0
3691,0,0
3692,0,0
3693,1,1
3694,1,1
3695,2,1
3696,-1,-1
3697,0,0
3698,0,0
3699,0,0
3700,-1,-1
3701,1,1
3702,-1,-1
3703,0,0
3704,0,0
3705,1,1
3706,0,0
3707,0,0
3708,0,0
3709,0,0
3710,0,0
3711,2,1
3712,0,0
3713,-2,-1
3714,-1,-1
3715,0,0
3716,-2,-1
3717,1,1
3718,0,0
3719,0,0
3720,1,1
3721,0,0
3722,0,0
3723,0,0
3724,-2,-1
3725,-1,-1
3726,-1,-1
3727,0,0
3728,0,0
3729,0,0
3730,0,0
3731,1,1
3732,1,1
3733,0,0
3734,0,0
3735,0,0
3736,0,0
3737,-1,-1
3738,-2,-1
3739,-1,-1
3740,-2,-1
3741,2,1
3742,0,0
3743,0,0
3744,-1,-1
3745,0,0
3746,0,0
3747,-1,-1
3748,2,1
3749,1,1
3750,1,1
3751,0,0
3752,0,0
3753,0,0
3754,0,0
3755,1,1
3756,-1,-1
3757,3,1
3758,1,1
3759,0,0
3760,-2,-1
3761,0,0
3762,1,1
3763,0,0
3764,0,0
3765,0,0
3766,0,0
3767,-2,-1
3768,0,0
3769,-1,-1
3770,-1,-1
3771,-1,-1
3772,0,0
3773,-2,-1
3774,-1,-1
3775,1,1
3776,0,0
3777,2,1
3778,-1,-1
3779,0,0
3780,0,0
3781,0,0
3782,0,0
3783,0,0
3784,0,0
3785,0,0
3786,1,1
3787,0,0
3788,1,1
3789,0,0
3790,0,0
3791,0,0
3792,1,1
3793,0,0
3794,0,0
3795,0,0
3796,0,0
3797,0,0
3798,-1,-1
3799,0,0
3800,0,0
3801,0,0
3802,0,0
3803,-2,-1
3804,0,0
3805,0,0
3806,0,0
3807,-2,-1
3808,0,0
3809,0,0
3810,1,1
3811,0,0
3812,-2,-1
3813,0,0
3814,-2,-1
3815,0,0
3816,-2,-1
3817,1,1
3818,0,0
3819,0,0
3820,0,0
3821,0,0
3822,0,0
3823,0,0
3824,-2,-1
3825,0,0
3826,0,0
3827,1,1
3828,0,0
3829,-1,-1
3830,-1,-1
3831,-1,-1
3832,-3,-1
3833,0,0
3834,-2,-1
3835,1,1
3836,-3,-1
3837,0,0
3838,1,1
3839,0,0
3840,2,1
3841,1,1
3842,0,0
3843,1,1
3844,0,0
3845,0,0
3846,0,0
3847,1,1
3848,0,0
3849,0,0
3850,0,0
3851,0,0
3852,0,0
3853,0,0
3854,0,0
3855,0,0
3856,1,1
3857,0,0
3858,0,0
3859,-1,-1
3860,-1,-1
3861,0,0
3862,0,0
3863,0,0
3864,-1,-1
3865,0,0
3866,0,0
3867,-1,-1
3868,0,0
3869,0,0
3870,0,0
3871,-5,-1
3872,1,1
3873,0,0
3874,0,0
3875,1,1
3876,-1,-1
3877,-1,-1
3878,-1,-1
3879,1,1
3880,-1,-1
3881,0,0
3882,0,0
3883,-1,-1
3884,1,1
3885,1,1
3886,1,1
3887,0,0
3888,0,0
3889,-1,-1
3890,0,0
3891,-1,-1
3892,1,1
3893,0,0
3894,-1,-1
3895,0,0
3896,0,0
3897,-1,-1
3898,0,0
3899,1,1
3900,0,0
3901,0,0
3902,0,0
3903,0,0
3904,0,0
3905,1,1
3906,-2,-1
3907,-3,-1
3908,0,0
3909,-1,-1
3910,0,0
3911,0,0
3912,-1,-1
3913,1,1
3914,-1,-1
